ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Salary
852880,m,22-04-1992,90.46,state board,2020,81.5,state board,11651,2,B.Tech/B.E.,electronics & telecommunications,77,11651,0,Maharashtra,2022,310000
961003,m,17-03-1993,72,cbse,2018,67,cbse,6907,2,B.Tech/B.E.,computer science & engineering,68,6907,0,Haryana,2022,150000
848578,m,01-01-1992,76,state board,2014,66,state board,7659,2,B.Tech/B.E.,information technology,72,7659,1,Rajasthan,2021,240000
1138769,m,16-09-1991,67,state board,2014,64,state board,8131,2,B.Tech/B.E.,information technology,62,8131,0,Tamil Nadu,2021,110000
626510,f,20-03-1993,86,state board,2018,78.83,state board,5111,2,B.Tech/B.E.,information technology,69.43,5111,0,Maharashtra,2022,330000
1077044,m,07-07-1993,86.37,state board,2018,80.5,state board,14716,2,B.Tech/B.E.,electronics & telecommunications,79.98,14716,0,Orissa,2022,505000
458020,m,01-02-1990,75,icse,2007,75,isc,1638,2,B.Tech/B.E.,computer engineering,69,1638,0,Uttar Pradesh,2020,335000
587593,m,21-01-1986,79.38,"punjab school education board, mohali",2004,74.4,"punjab state board of technical education & industrial training, chandigarh",2093,2,M.Tech./M.E.,information technology,75.9,2093,0,Uttar Pradesh,2020,300000
536526,m,05-08-1990,74.67,up board,2007,73.2,up board,9738,2,B.Tech/B.E.,computer engineering,69.64,9738,0,Uttar Pradesh,2020,150000
814610,m,05-02-1992,76.8,bihar school examination board patna,2008,64,bihar school examination board patna,6946,2,B.Tech/B.E.,electrical engineering,70.44,6946,0,Bihar,2021,180000
243279,f,02-10-1988,61.4,cbse,2007,62.8,cbse,55,2,B.Tech/B.E.,computer engineering,69.98,55,0,Uttar Pradesh,2019,300000
535193,f,22-04-1991,82,state board,2014,66,state board,11635,2,B.Tech/B.E.,computer engineering,63,11635,0,Maharashtra,2021,360000
308225,m,24-07-1989,73,cbse,2006,64,cbse,350,2,B.Tech/B.E.,information technology,67,350,0,Uttar Pradesh,2020,460000
1088362,m,08-03-1989,75,icse,2007,74,icse,1023,2,B.Tech/B.E.,electrical engineering,59,1023,0,Kerala,2019,100000
351836,f,30-07-1991,87,rbse,2008,67.23,rbse,2927,2,B.Tech/B.E.,computer engineering,75.08,2927,1,Rajasthan,2020,180000
899699,m,06-06-1991,73.07,state board,2014,67.5,state board,8547,2,B.Tech/B.E.,electronics & telecommunications,61.93,8547,1,Maharashtra,2022,300000
334312,m,09-12-1990,79.8,cbse,2007,81.2,cbse,1622,2,B.Tech/B.E.,computer engineering,80.26,1622,0,Madhya Pradesh,2020,490000
1274331,m,13-08-1992,62.3,state board,2014,75.6,state board,6906,1,B.Tech/B.E.,electronics engineering,73.12,6906,0,Uttar Pradesh,2022,180000
1058832,m,27-11-1990,64.62,state board,2014,62.5,state board,13095,2,B.Tech/B.E.,computer science & engineering,77.7,13095,1,West Bengal,2021,100000
342044,m,08-10-1989,75,cbse,2007,84,cbse,2563,2,B.Tech/B.E.,computer engineering,83.86,2563,0,Uttarakhand,2020,420000
1207950,f,09-02-1992,91.12,state board,2018,72,state board,5216,2,B.Tech/B.E.,computer science & engineering,74,5216,1,West Bengal,2022,235000
455934,m,14-01-1991,75,upboard,2008,66,up board,272,2,B.Tech/B.E.,computer science & engineering,62.5,272,0,Punjab,2020,60000
120511,m,03-12-1988,76.36,matriculation,2006,71.5,matriculation,1353,2,B.Tech/B.E.,computer engineering,60.13,1353,0,Andhra Pradesh,2018,115000
48107,m,09-09-1987,90.83,rbse,2005,88.77,rbse,2857,1,B.Tech/B.E.,computer engineering,72.6,2857,1,Rajasthan,2018,4000000
358100,f,08-08-1991,74.2,hbse,2008,65.6,cbse,10185,2,B.Tech/B.E.,information technology,68.66,10185,0,Haryana,2020,350000
1018051,m,24-03-1992,63,cbse,2014,56,cbse,2685,2,B.Tech/B.E.,computer science & engineering,69.4,2685,0,Madhya Pradesh,2021,145000
1029538,m,05-08-1990,73.5,state board,2014,71.8,state board,7010,2,B.Tech/B.E.,information technology,83.9,7010,1,West Bengal,2021,340000
959436,f,17-05-1993,83.56,state board,2018,65.56,state board,4319,2,B.Tech/B.E.,computer science & engineering,83.22,4319,0,Punjab,2022,105000
434561,m,26-01-1989,56,bse,2007,62,scte&vt,3054,2,B.Tech/B.E.,computer engineering,62,3054,0,Orissa,2020,100000
801301,m,05-09-1991,79.8,cbse,2014,66.8,cbse,14363,2,B.Tech/B.E.,computer science & engineering,73.12,14363,0,Punjab,2022,200000
825043,f,27-08-1991,88.44,icse,2018,94.6,cbse,115,2,B.Tech/B.E.,computer science & engineering,82.2,115,0,Punjab,2022,305000
421679,m,03-07-1989,62.8,up board,2006,60,up board,79,2,B.Tech/B.E.,computer science & engineering,70.26,79,0,Uttar Pradesh,2020,120000
820457,m,05-06-1992,84,cbse,2018,74.8,cbse,11127,1,B.Tech/B.E.,computer science & engineering,67,11127,0,Punjab,2022,300000
1250429,m,04-01-1992,79,state board,2014,87.9,state board,9557,2,B.Tech/B.E.,computer science & engineering,66,9557,1,Telangana,2021,1500000
325730,f,21-01-1991,85,ssc,2008,93.4,"board of intermediate,ap",9164,2,B.Tech/B.E.,computer engineering,76.16,9164,1,Telangana,2020,820000
1218606,m,28-09-1991,60,state board,2014,47,state board,6835,2,B.Tech/B.E.,information technology,59.9,6835,0,Uttar Pradesh,2022,120000
197194,m,02-08-1989,61,up board,2005,48,up board,493,2,B.Tech/B.E.,information technology,68.16,493,0,Uttar Pradesh,2019,240000
1063486,m,05-06-1990,77.88,state board,2008,81.5,state board,14915,2,B.Tech/B.E.,electronics & telecommunications,58.54,14915,0,Maharashtra,2020,95000
831042,f,28-09-1992,90.8,cbse,2018,77,cbse,8195,1,B.Tech/B.E.,information technology,77,8195,1,Delhi,2022,300000
334001,m,25-08-1990,80.2,cbse ,2008,79.8,cbse,1622,2,B.Tech/B.E.,mechanical engineering,75.72,1622,0,Madhya Pradesh,2020,415000
639536,m,28-04-1990,71,upboard,2008,61,cbse,172,2,B.Tech/B.E.,mechanical engineering,74.43,172,0,Uttar Pradesh,2021,210000
879126,f,22-08-1989,85.06,maharashtra state board,2007,76.5,maharashtra state board,11973,1,M.Tech./M.E.,mechatronics,83.5,11973,1,Maharashtra,2022,350000
1075753,f,21-07-1993,84,state board,2019,89.3,state board,14382,2,B.Tech/B.E.,computer engineering,79,14382,1,Telangana,2015,300000
339705,f,04-12-1990,59.6,uttar pradesh board,2008,67.6,uttar pradesh board,11368,2,B.Tech/B.E.,information technology,74,11368,0,Uttar Pradesh,2020,240000
1106060,f,04-04-1992,95,cbse,2018,89,cbse,10185,2,B.Tech/B.E.,computer science & engineering,77,10185,0,Haryana,2022,310000
320536,m,28-08-1990,88.16,ssc,2008,92.5,andhra pradesh,5015,2,B.Tech/B.E.,computer engineering,61.2,5015,0,Andhra Pradesh,2020,490000
230113,m,19-01-1989,88,cbse,2006,81.4,cbse,1390,2,B.Tech/B.E.,computer engineering,75.57,1390,0,Uttar Pradesh,2019,650000
53132,m,17-09-1988,88.4,cbse,2006,82,cbse,4056,2,B.Tech/B.E.,information technology,55.6,4056,1,Maharashtra,2018,755000
1122979,m,07-02-1991,68,cbse,2014,78,cbse,5400,2,B.Tech/B.E.,information technology,63.2,5400,0,Madhya Pradesh,2021,335000
861954,m,17-01-1992,82,state board,2007,62,cbse,11613,2,B.Tech/B.E.,computer engineering,62,11613,0,Maharashtra,2021,350000
455164,f,22-07-1990,70,cbse,2007,65,cbse,272,2,B.Tech/B.E.,computer engineering,74,272,0,Punjab,2020,200000
845625,f,13-03-1992,85.6,cbse,2018,69.6,cbse,14351,2,B.Tech/B.E.,information technology,76.6,14351,0,Punjab,2022,150000
988541,f,07-04-1992,84.4,icse,2018,74.6,icse,903,2,B.Tech/B.E.,information technology,77.26,903,0,Uttar Pradesh,2022,275000
271119,m,01-12-1989,82.33,0,2008,76.89,0,1329,2,B.Tech/B.E.,information technology,55.89,1329,1,Maharashtra,2019,470000
800223,m,17-04-1992,58.17,rajasthan board,2014,64.31,rajasthan board,12515,2,B.Tech/B.E.,computer science & engineering,65.33,12515,1,Rajasthan,2022,330000
656694,f,19-05-1991,84.4,cbse,2008,79.4,cbse,5818,2,B.Tech/B.E.,electronics & telecommunications,80,5818,0,Orissa,2021,400000
1117619,m,29-07-1992,70.2,state board,2014,67.4,state board,14662,2,B.Tech/B.E.,information technology,66,14662,0,Chhattisgarh,2021,120000
781902,m,03-04-1991,71.76,state board,2008,61.5,state board,11013,2,B.Tech/B.E.,automobile/automotive engineering,70.09,11013,0,Orissa,2021,130000
861979,m,02-07-1990,72,cbse,2014,55,cbse,9737,2,B.Tech/B.E.,mechanical engineering,61,9737,0,Uttar Pradesh,2021,240000
325403,f,01-05-1991,76.93,0,2008,79.5,0,7172,2,B.Tech/B.E.,computer engineering,63.25,7172,0,Maharashtra,2020,100000
1019771,m,09-10-1990,78.4,cbse,2018,50.2,nios,3791,2,B.Tech/B.E.,electrical engineering,64.8,3791,0,Karnataka,2022,240000
1203490,m,10-07-1992,59,cbse,2018,55,cbse,12600,2,B.Tech/B.E.,mechanical engineering,66,12600,0,Uttarakhand,2015,95000
885459,m,27-08-1992,93.07,state board,2018,90,state board,17146,2,B.Tech/B.E.,mechanical engineering,66,17146,0,Maharashtra,2022,145000
327983,f,01-09-1990,87,karnataka secondory education board,2008,75,karnataka pu board,4287,2,B.Tech/B.E.,information technology,65,4287,0,Karnataka,2020,420000
230511,m,14-04-1985,75.1,up board,2003,63.9,up board,64,2,B.Tech/B.E.,computer engineering,60.65,64,0,Uttar Pradesh,2019,240000
1281171,f,19-08-1992,80,cbse,2018,78,cbse,50,2,B.Tech/B.E.,computer science & engineering,80.35,50,0,Haryana,2022,300000
104314,f,01-12-1988,77.7,matriculation,2006,85.3,stateboard,449,2,B.Tech/B.E.,information technology,83.9,449,1,Tamil Nadu,2018,530000
722916,m,18-10-1990,82,state board,2008,76.5,state board,1331,2,B.Tech/B.E.,electronics engineering,61,1331,1,Maharashtra,2020,405000
1098819,f,07-07-1990,81,state board,2008,76,state board,11162,2,B.Tech/B.E.,information technology,81,11162,0,West Bengal,2020,90000
653103,m,05-01-1991,74,state board,2008,65.4,state board,13473,2,B.Tech/B.E.,computer science & engineering,68,13473,0,Uttar Pradesh,2021,200000
1094324,m,23-10-1992,77.2,state board,2018,86.1,state board,7282,2,B.Tech/B.E.,computer science & engineering,71,7282,0,Tamil Nadu,2022,340000
112780,f,20-07-1990,75.4,cbse,2007,75.6,cbse,987,2,B.Tech/B.E.,information technology,80.7,987,0,Orissa,2019,240000
1089264,m,24-09-1992,68.2,cbse,2014,61.2,cbse,15866,2,B.Tech/B.E.,computer science & engineering,67.6,15866,0,Haryana,2021,325000
1037159,m,12-11-1990,73.8,cbse,2008,60.8,cbse,5056,2,B.Tech/B.E.,computer science & engineering,85.3,5056,0,Chhattisgarh,2021,335000
272353,m,14-06-1988,65,uttar pradesh board,2006,76.6,uttar pradesh board,13808,2,B.Tech/B.E.,computer science & engineering,72,13808,0,Uttar Pradesh,2019,400000
270814,m,08-06-1989,75.4,state board,2007,74.7,state board,4554,2,B.Tech/B.E.,information technology,63.1,4554,0,Tamil Nadu,2019,240000
1006997,f,13-09-1992,64.2,icse,2018,64.1,icse,3449,2,B.Tech/B.E.,information technology,71,3449,0,Madhya Pradesh,2022,300000
568835,m,07-01-1991,77.2,cbse,2008,79.8,cbse,13594,1,B.Tech/B.E.,computer science & engineering,74,13594,0,Uttar Pradesh,2020,180000
78723,m,23-08-1987,81.2,cbse,2005,68.4,cbse,1920,2,B.Tech/B.E.,information technology,67.98,1920,0,Uttar Pradesh,2018,425000
660772,m,29-07-1991,83,icse,2008,83,icse,568,2,B.Tech/B.E.,information technology,75.4,568,0,Uttar Pradesh,2020,480000
1142387,m,15-01-1993,73.4,state board,2018,65.8,state board,1213,2,B.Tech/B.E.,information technology,68,1213,0,Madhya Pradesh,2022,180000
202935,m,08-11-1988,90,ssc,2008,79.1,sbtet,3174,2,B.Tech/B.E.,mechanical engineering,75.45,3174,0,Andhra Pradesh,2019,440000
640015,m,25-08-1990,73.5,cbse,2008,67,cbse,12560,2,B.Tech/B.E.,computer science & engineering,66.6,12560,0,Uttar Pradesh,2020,190000
514731,m,18-09-1990,63,cbse,2008,62,cbse,8504,2,B.Tech/B.E.,information technology,79,8504,1,Rajasthan,2020,445000
244793,m,19-12-1988,66.3,icse,2007,66.67,icse,2634,2,B.Tech/B.E.,information technology,68.75,2634,1,Karnataka,2019,410000
786668,f,09-08-1992,83,state board,2014,72.9,state board,11852,2,B.Tech/B.E.,electrical engineering,68.5,11852,0,Andhra Pradesh,2020,215000
831367,m,02-07-1993,87.3,state board,2018,89.9,state board,492,2,B.Tech/B.E.,computer science & engineering,67.2,492,1,Telangana,2022,600000
1204990,m,21-12-1992,78.6,state board,2014,69.4,state board,2688,2,B.Tech/B.E.,information technology,74.3,2688,0,Madhya Pradesh,2022,350000
872116,m,15-01-1993,77,icse,2018,77.14,icse,6904,2,B.Tech/B.E.,mechanical engineering,74.36,6904,1,Tamil Nadu,2022,300000
457145,m,06-04-1990,65,0,2007,45,0,2353,2,B.Tech/B.E.,computer engineering,72,2353,0,Orissa,2020,180000
360148,m,30-07-1990,73.06,0,2008,73.67,0,8535,2,B.Tech/B.E.,mechanical engineering,59.5,8535,0,Maharashtra,2020,390000
1172229,f,14-06-1991,88,state board,2008,83,state board,1367,2,B.Tech/B.E.,computer science & engineering,85.5,1367,0,Tamil Nadu,2020,175000
795799,m,06-10-1991,93.4,cbse,2014,63,cbse,222,2,B.Tech/B.E.,civil engineering,67.8,222,0,Jharkhand,2022,405000
669977,m,06-03-1991,85,cbse,2014,76,cbse,9699,2,B.Tech/B.E.,computer engineering,71,9699,1,Rajasthan,2021,350000
641305,f,19-05-1992,92.5,state board,2014,95.3,state board,9769,2,B.Tech/B.E.,computer science & engineering,79.6,9769,1,Telangana,2021,325000
454538,m,19-12-1988,65.85,bseb patna,2006,56.22,biec patna,1281,2,B.Tech/B.E.,information technology,58.7,1281,1,Maharashtra,2020,240000
767258,m,12-10-1990,64.6,cbse,2008,59.8,cbse,314,2,B.Tech/B.E.,computer science & engineering,69.02,314,1,Karnataka,2021,200000
1111619,m,12-02-1992,71.2,state board,2014,72,state board,55,2,B.Tech/B.E.,information technology,76.9,55,0,Uttar Pradesh,2022,265000
1117138,m,15-05-1991,86.15,state board,2014,83,state board,358,2,B.Tech/B.E.,computer engineering,60.2,358,1,Maharashtra,2021,335000
938300,m,12-08-1991,92,cbse,2014,88.8,cbse,6874,2,B.Tech/B.E.,computer science & engineering,73,6874,0,Uttarakhand,2022,325000
305011,m,24-07-1989,60,hbse,2006,64,hbse,2637,2,B.Tech/B.E.,computer engineering,70,2637,0,Haryana,2019,240000
676834,m,18-01-1992,82,state board,2014,79.6,state board,547,2,B.Tech/B.E.,automobile/automotive engineering,64.8,547,0,Madhya Pradesh,2021,380000
46302,m,31-07-1988,74.4,icse,2005,74.4,icse,429,2,B.Tech/B.E.,mechanical engineering,69.11,429,0,Uttar Pradesh,2018,350000
246607,m,06-12-1989,86.53,board of secondary education(bse) orissa,2007,71.55,chse,6570,2,B.Tech/B.E.,computer engineering,78.5,6570,0,Orissa,2019,480000
833102,m,25-12-1993,65,state board,2014,55.55,state board,382,2,B.Tech/B.E.,computer science & engineering,65.66,382,0,Uttar Pradesh,2022,165000
228051,m,04-04-1988,58,icse,2006,69,isc,11855,2,B.Tech/B.E.,information technology,70,11855,0,Andhra Pradesh,2019,605000
542967,m,04-11-1992,87.4,cbse,2014,84.8,cbse,172,2,B.Tech/B.E.,information technology,74,172,0,Uttar Pradesh,2021,320000
1156529,m,14-07-1991,79.67,state board,2008,72.67,state board,7543,2,B.Tech/B.E.,computer science & engineering,69.53,7543,1,Rajasthan,2021,100000
814093,f,19-07-1991,86.92,state board,2019,76,state board,11742,2,B.Tech/B.E.,computer science & engineering,72,11742,0,Maharashtra,2022,340000
1098816,m,01-03-1988,80.88,wbbse,2005,66.3,wbchse,14532,2,M.Tech./M.E.,other,90,14532,0,Tamil Nadu,2021,145000
691206,f,28-02-1992,83,state board,2014,87.5,state board,519,2,B.Tech/B.E.,information technology,81,519,1,Tamil Nadu,2021,310000
50876,m,24-04-1987,78,0,2004,71.3,0,5400,2,B.Tech/B.E.,information technology,67,5400,0,Madhya Pradesh,2014,640000
1171381,m,22-09-1990,80,cbse,2008,74,cbse,350,2,B.Tech/B.E.,information technology,58,350,0,Uttar Pradesh,2021,240000
845544,f,04-12-1992,90,cbse,2018,79.4,cbse,14351,2,B.Tech/B.E.,computer science & engineering,83.02,14351,0,Punjab,2022,300000
1078034,f,22-02-1991,81.7,state board,2008,88.7,state board,14723,2,B.Tech/B.E.,computer science & engineering,75.35,14723,0,Andhra Pradesh,2020,320000
82444,m,15-01-1989,83,cbse,2006,73,cbse,495,2,B.Tech/B.E.,electronics & telecommunications,85.2,495,1,Telangana,2018,200000
1120667,f,18-09-1991,70,state board,2007,67,state board,3579,2,B.Tech/B.E.,information technology,72.89,3579,0,Uttar Pradesh,2021,220000
576054,m,15-11-1988,60,"bihar secondary education board,patna",2006,54.66,intermediate council patna,175,2,B.Tech/B.E.,computer science & engineering,75,175,0,Punjab,2020,130000
640774,m,08-03-1991,75.06,state board,2014,63.4,state board,8105,2,B.Tech/B.E.,computer science & engineering,68.41,8105,0,Madhya Pradesh,2021,55000
273602,m,22-06-1988,61.86,"hse,board",2007,77.56,scte & vt (diploma),11013,2,B.Tech/B.E.,electronics & telecommunications,72,11013,0,Orissa,2018,450000
636944,m,06-07-1990,53.3,state board,2007,68.4,state board,4501,2,B.Tech/B.E.,computer engineering,70.82,4501,0,Uttar Pradesh,2021,260000
640827,m,10-02-1991,77.2,cbse,2014,65.2,cbse,8105,2,B.Tech/B.E.,computer engineering,66.7,8105,0,Madhya Pradesh,2021,300000
421568,m,09-06-1989,62.34,ssc,2008,62.26,msbte,307,2,B.Tech/B.E.,computer engineering,58.35,307,1,Maharashtra,2020,235000
45421,f,31-07-1989,78,matriculation,2006,81,state board,424,2,B.Tech/B.E.,information technology,82,424,0,Tamil Nadu,2018,415000
455432,m,08-02-1991,72,cbse,2008,57,cbse,272,2,B.Tech/B.E.,information technology,66.24,272,0,Punjab,2020,270000
308810,m,23-10-1990,61.5,up board,2008,64.4,up board,5904,2,B.Tech/B.E.,computer engineering,65.64,5904,0,Uttar Pradesh,2020,280000
922658,f,31-10-1992,62.6,icse,2018,68.04,icse,272,2,B.Tech/B.E.,computer science & engineering,71.1,272,0,Punjab,2022,220000
109360,f,02-10-1988,85,0,2006,93,0,1014,2,B.Tech/B.E.,computer engineering,70,1014,0,Andhra Pradesh,2018,520000
206571,m,12-02-1989,72,cbse,2006,70,cbse,255,2,B.Tech/B.E.,computer engineering,72,255,0,Uttar Pradesh,2019,200000
332694,m,28-02-1992,59,state board,2014,72,state board,7600,2,B.Tech/B.E.,computer science & engineering,72,7600,0,Uttar Pradesh,2021,250000
203454,m,20-12-1988,76.2,0,2006,72.8,0,3716,2,B.Tech/B.E.,computer engineering,78,3716,1,Karnataka,2019,500000
407653,f,30-07-1989,92.64,karnataka state board,2008,82.33,karnataka secondary education,3801,2,B.Tech/B.E.,information technology,86.6,3801,0,Karnataka,2020,425000
1230310,m,24-10-1991,76.7,icse,2018,85.5,icse,17615,2,B.Tech/B.E.,information technology,81,17615,1,West Bengal,2022,240000
355170,f,26-10-1990,74.62,matriculation,2008,70,matriculation,1019,2,B.Tech/B.E.,computer engineering,75,1019,1,Tamil Nadu,2020,300000
333337,m,12-08-1989,63,up board,2006,66,up board,6434,2,B.Tech/B.E.,computer engineering,61.3,6434,0,Uttarakhand,2020,240000
1198958,m,13-03-1993,88.6,state board,2018,94.7,state board,5338,2,B.Tech/B.E.,computer science & engineering,75.4,5338,0,Andhra Pradesh,2022,400000
958998,m,10-08-1992,63.33,state board,2014,68.15,state board,15863,2,B.Tech/B.E.,mechanical engineering,67.21,15863,1,Rajasthan,2022,100000
640459,m,20-08-1991,87.4,cbse,2014,83.4,cbse,1622,2,B.Tech/B.E.,mechanical engineering,73.8,1622,0,Madhya Pradesh,2021,600000
47805,m,02-11-1989,73,cbse,2006,58,cbse,6268,2,B.Tech/B.E.,electronics & telecommunications,66,6268,0,Haryana,2018,505000
342936,m,04-09-1992,60.2,cbse,2018,60.8,cbse,10932,2,B.Tech/B.E.,computer science & engineering,62.42,10932,0,Uttar Pradesh,2022,95000
262989,m,25-09-1990,72,0,2006,71.6,0,11025,2,B.Tech/B.E.,computer engineering,62,11025,0,Uttar Pradesh,2019,180000
755088,m,13-08-1990,86.6,icse,2014,81.5,icse,1906,2,B.Tech/B.E.,electrical engineering,78,1906,1,West Bengal,2021,265000
1095963,m,29-10-1992,82.87,state board,2018,60.42,state board,6884,2,B.Tech/B.E.,civil engineering,67.77,6884,0,West Bengal,2022,300000
1227702,m,29-10-1992,68.83,state board,2018,62,state board,8310,2,B.Tech/B.E.,computer science & engineering,73.2,8310,1,Rajasthan,2015,220000
845819,m,21-02-1992,67,icse,2018,62,isc,2774,2,B.Tech/B.E.,information technology,71,2774,0,Madhya Pradesh,2022,310000
89702,m,05-10-1987,76,mp board,2005,84,mp board,928,2,B.Tech/B.E.,information technology,64,928,0,Madhya Pradesh,2018,525000
1093749,f,02-03-1992,61,cbse,2014,67,cbse,8317,2,B.Tech/B.E.,computer science & engineering,79,8317,0,Madhya Pradesh,2022,150000
1064862,m,04-02-1991,87,state board,2014,79.9,state board,6345,2,B.Tech/B.E.,mechanical engineering,66.67,6345,0,Andhra Pradesh,2021,175000
116358,m,21-01-1989,87,ssc,2006,90.6,board of intermediate,1141,2,B.Tech/B.E.,information technology,69.04,1141,0,Andhra Pradesh,2018,490000
63106,m,20-12-1987,77.16,icse,2006,71,cbse,255,2,B.Tech/B.E.,computer engineering,72.22,255,0,Uttar Pradesh,2019,460000
271904,m,30-09-1989,83.8,cbse,2007,63.4,cbse,1648,2,B.Tech/B.E.,information technology,61.2,1648,1,Karnataka,2019,1100000
937947,f,22-12-1992,82.66,cbse,2018,69.4,cbse,6874,2,B.Tech/B.E.,information technology,72,6874,0,Uttarakhand,2022,325000
1066913,m,03-05-1993,75,state board,2018,60.4,state board,13599,2,B.Tech/B.E.,electrical engineering,72,13599,1,West Bengal,2022,120000
335201,m,01-10-1990,74,up board,2006,76.6,up board,198,2,B.Tech/B.E.,mechanical engineering,73.6,198,0,Uttar Pradesh,2020,410000
1204221,m,17-01-1994,84.5,state board,2019,85,state board,883,2,B.Tech/B.E.,computer science & engineering,72.3,883,0,Tamil Nadu,2015,350000
1127268,m,12-01-1991,68,cbse,2014,72,cbse,6659,2,B.Tech/B.E.,computer science & engineering,70,6659,1,Tamil Nadu,2021,300000
327856,m,12-04-1990,64,state board,2008,61,state board,310,2,B.Tech/B.E.,information technology,72,310,0,West Bengal,2020,100000
247078,f,13-07-1988,78,0,2006,53,0,6570,2,B.Tech/B.E.,computer engineering,65,6570,0,Orissa,2019,275000
51320,m,17-04-1988,86,karnataka board of secondary education,2006,82.83,karnataka board of university,182,2,B.Tech/B.E.,computer engineering,68.5,182,1,Karnataka,2018,545000
530592,m,02-05-1991,67,state board,2008,78,state board,2563,2,B.Tech/B.E.,computer science & engineering,80,2563,0,Uttarakhand,2021,120000
1294572,m,05-08-1991,81.4,cbse,2018,74.4,cbse,2388,2,B.Tech/B.E.,instrumentation engineering,84,2388,1,Karnataka,2022,200000
423209,m,01-01-1988,55,up board,2005,68,up board,8718,2,B.Tech/B.E.,computer science & engineering,59,8718,0,Uttar Pradesh,2020,180000
407740,m,31-01-1990,88.33,icse,2008,85.2,cbse,3801,2,B.Tech/B.E.,computer engineering,88.3,3801,0,Karnataka,2020,395000
670628,m,08-10-1991,76.6,cbse,2014,82.2,cbse,67,2,B.Tech/B.E.,computer science & engineering,72,67,0,Uttar Pradesh,2021,340000
35122,m,14-02-1991,62,up,2006,71,up,374,2,B.Tech/B.E.,computer engineering,67,374,0,Uttar Pradesh,2018,180000
629285,f,22-04-1991,87.7,state board,2014,88.5,state board,6568,2,B.Tech/B.E.,computer engineering,85.9,6568,0,Tamil Nadu,2021,410000
337194,m,31-03-1991,94.4,tamilnadu state board,2008,94.16,tamilnadu state board,3076,2,B.Tech/B.E.,mechanical engineering,87.2,3076,0,Tamil Nadu,2020,495000
1044900,m,19-09-1992,84,cbse,2018,78.8,cbse,648,1,B.Tech/B.E.,computer science & engineering,67.27,648,0,Kerala,2022,450000
661111,f,24-04-1992,84,state board,2014,77,state board,3944,2,B.Tech/B.E.,computer science & engineering,77.6,3944,1,Tamil Nadu,2021,150000
1233151,f,25-06-1991,72,state board,2008,69.8,state board,4501,2,B.Tech/B.E.,information technology,67.84,4501,0,Uttar Pradesh,2022,150000
670213,m,05-05-1991,69.83,state board,2008,53.85,state board,9699,2,B.Tech/B.E.,information technology,66.88,9699,1,Rajasthan,2021,180000
310559,m,10-08-1990,87.33,0,2007,89,0,9557,2,B.Tech/B.E.,information technology,75.4,9557,1,Telangana,2019,560000
958966,m,16-05-1992,68.14,state board,2018,61.7,state board,15863,2,B.Tech/B.E.,computer science & engineering,70.4,15863,1,Rajasthan,2022,190000
277307,m,10-10-1989,75.2,cbse,2006,73.4,cbse,75,2,B.Tech/B.E.,computer engineering,72.4,75,0,Uttar Pradesh,2019,215000
611920,m,05-07-1991,62.13,state board,2018,74,bte up,64,2,B.Tech/B.E.,computer science & engineering,65.6,64,0,Uttar Pradesh,2021,95000
46291,f,21-05-1988,71,up,2005,75,up,429,2,B.Tech/B.E.,electrical engineering,65,429,0,Uttar Pradesh,2018,560000
1242190,m,30-10-1992,65,icse,2018,71.25,icse,2921,2,B.Tech/B.E.,electrical engineering,76,2921,0,West Bengal,2022,215000
1092984,m,08-12-1991,63,state board,2019,69.32,0,220,2,B.Tech/B.E.,computer science & engineering,71,220,0,Madhya Pradesh,2022,180000
623192,m,10-04-1990,80.63,state board,2008,72.4,state board,6851,2,B.Tech/B.E.,computer engineering,73.3,6851,0,West Bengal,2021,380000
310092,f,09-12-1989,82,cbse,2008,86,cbse,5050,2,B.Tech/B.E.,computer engineering,81,5050,0,Rajasthan,2020,120000
215595,m,21-04-1990,68.8,icse,2007,68.7,icse,1175,2,B.Tech/B.E.,electronics & telecommunications,67,1175,0,Orissa,2019,240000
1190687,m,07-02-1992,70,icse,2008,61,icse,8776,2,B.Tech/B.E.,information technology,67.6,8776,0,Punjab,2020,110000
328236,m,21-10-1990,83.83,icse,2008,79.83,isc,55,2,B.Tech/B.E.,information technology,72.16,55,0,Uttar Pradesh,2020,390000
1266498,m,21-04-1993,91.53,state board,2018,71.17,state board,3291,1,B.Tech/B.E.,mechanical engineering,60.7,3291,1,Maharashtra,2022,210000
1092991,m,12-02-1993,75.4,state board,2014,68.8,state board,220,2,B.Tech/B.E.,information technology,79,220,0,Madhya Pradesh,2022,315000
248992,m,14-09-1989,67.5,board of high school and intermediate education uttarpradesh,2006,63.6,board of high school and intermediate education uttarpradesh,3579,2,B.Tech/B.E.,computer engineering,61.65,3579,0,Uttar Pradesh,2019,180000
349752,m,25-05-1991,80.5,andhra pradesh board ssc,2008,95,andhpradesh board of intermediate education,2929,2,B.Tech/B.E.,mechanical engineering,77.37,2929,0,Andhra Pradesh,2020,550000
52947,m,24-11-1985,77.4,ssc,2007,72.48,msbte (diploma in computer technology),472,2,B.Tech/B.E.,information technology,54.75,472,1,Maharashtra,2018,220000
622495,m,26-12-1990,81.9,cbse,2008,72,cbse,272,2,B.Tech/B.E.,information technology,71.9,272,0,Punjab,2020,325000
